CASEID,v161444,v161446,v161447,v161448,v161450,v161452,v161458
301418, 0, 0, 0, 0, 1, 0, 0
301419,-1,-1,-1,-1,-1,-1,-1
301420, 0, 0, 0, 0, 0, 0, 0
301421,-1,-1,-1,-1,-1,-1,-1
301423, 0, 0, 0, 0, 0, 0, 0
301429,-1,-1,-1,-1,-1,-1,-1
301433,-1,-1,-1,-1,-1,-1,-1
301434, 1, 1, 0, 0, 0, 1, 1
301436, 0, 1, 0, 0, 0, 0, 0
301439,-1,-1,-1,-1,-1,-1,-1
301440, 0, 0, 0, 0, 1, 0, 1
301442, 1, 0, 0, 0, 0, 0, 0
301446, 0, 0, 0, 0, 0, 0, 0
301452,-1,-1,-1,-1,-1,-1,-1
301454, 0, 0, 0, 0, 0, 0, 0
301455,-1,-1,-1,-1,-1,-1,-1
301456, 1, 1, 0, 0, 0, 1, 0
301457, 0, 0, 0, 0, 0, 0, 0
301458, 1, 0, 0, 1, 0, 1, 1
301459, 0, 0, 1, 0, 0, 0, 0
301460,-1,-1,-1,-1,-1,-1,-1
301461, 0, 1, 1, 1, 0, 1, 1
301462, 0, 0, 0, 0, 0, 1, 0
301464, 0, 1, 0, 1, 0, 1, 1
301465, 0, 0, 1, 0, 0, 0, 0
301467,-1,-1,-1,-1,-1,-1,-1
301472,-1,-1,-1,-1,-1,-1,-1
301474,-1,-1,-1,-1,-1,-1,-1
301479,-1,-1,-1,-1,-1,-1,-1
301481, 0, 0, 0, 0, 0, 1, 0
301482,-1,-1,-1,-1,-1,-1,-1
301483,-1,-1,-1,-1,-1,-1,-1
301488, 0, 0, 1, 0, 0, 0, 0
301489, 0, 0, 0, 0, 0, 0, 0
301491,-1,-1,-1,-1,-1,-1,-1
301495,-1,-1,-1,-1,-1,-1,-1
301496, 0, 0, 0, 0, 0, 0, 0
301497,-1,-1,-1,-1,-1,-1,-1
301498,-1,-1,-1,-1,-1,-1,-1
301500, 0, 1, 0, 0, 0, 0, 0
301501,-1,-1,-1,-1,-1,-1,-1
301511, 0, 0, 0, 0, 0, 0, 0
301513,-1,-1,-1,-1,-1,-1,-1
301514, 1, 1, 1, 0, 0, 0, 1
301515, 1, 0, 0, 0, 0, 0, 0
301516, 0, 0, 1, 0, 0, 0, 0
301519, 0, 0, 0, 0, 0, 0, 0
301522,-1,-1,-1,-1,-1,-1,-1
301527, 0, 0, 0, 0, 0, 0, 0
301528,-1,-1,-1,-1,-1,-1,-1
301530,-1,-1,-1,-1,-1,-1,-1
301533, 1, 0, 1, 0, 0, 0, 0
301536, 0, 0, 1, 0, 0, 0, 0
301538, 1, 1, 1, 0, 1, 0, 0
301541, 0, 0, 0, 0, 0, 0, 0
301544, 0, 0, 0, 1, 0, 1, 0
301545,-1,-1,-1,-1,-1,-1,-1
301551,-1,-1,-1,-1,-1,-1,-1
301552,-1,-1,-1,-1,-1,-1,-1
301553,-1,-1,-1,-1,-1,-1,-1
301556,-1,-1,-1,-1,-1,-1,-1
301560,-1,-1,-1,-1,-1,-1,-1
301562,-1,-1,-1,-1,-1,-1,-1
301563, 1, 0, 0, 0, 0, 1, 0
301564,-1,-1,-1,-1,-1,-1,-1
301566,-1,-1,-1,-1,-1,-1,-1
301567, 0, 0, 0, 0, 0, 0, 0
301570,-1,-1,-1,-1,-1,-1,-1
301572,-1,-1,-1,-1,-1,-1,-1
301580, 1, 0, 0, 0, 1, 0, 0
301583,-1,-1,-1,-1,-1,-1,-1
301584, 1, 0, 0, 0, 0, 0, 0
301589,-1,-1,-1,-1,-1,-1,-1
301590,-1,-1,-1,-1,-1,-1,-1
301594, 0, 0, 1, 0, 0, 0, 0
301596, 1, 0, 0, 0, 0, 1, 0
301598,-1,-1,-1,-1,-1,-1,-1
301601,-1,-1,-1,-1,-1,-1,-1
301602, 0, 0, 0, 0, 0, 0, 0
301603, 1, 0, 0, 0, 0, 0, 0
301605, 1, 0, 0, 0, 1, 0, 0
301607,-1,-1,-1,-1,-1,-1,-1
301608, 0, 0, 1, 0, 0, 0, 0
301610, 0, 0, 0, 0, 0, 0, 0
301611, 0, 1, 1, 1, 0, 1, 1
301612, 0, 1, 1, 0, 1, 1, 0
301617, 0, 1, 1, 0, 0, 0, 0
301618, 1, 0, 1, 1, 0, 0, 0
301623, 0, 1, 0, 0, 0, 1, 0
301624, 0, 0, 0, 0, 0, 0, 0
301628, 0, 0, 0, 0, 0, 0, 0
301629, 0, 0, 0, 0, 0, 0, 0
301631,-1,-1,-1,-1,-1,-1,-1
301633,-1,-1,-1,-1,-1,-1,-1
301634,-1,-1,-1,-1,-1,-1,-1
301636, 1, 0, 0, 0, 0, 1, 0
301637,-1,-1,-1,-1,-1,-1,-1
301645,-1,-1,-1,-1,-1,-1,-1
301648, 1, 0, 0, 0, 0, 0, 0
301649,-1,-1,-1,-1,-1,-1,-1
301650, 0, 0, 0, 0, 0, 0, 0
301651, 1, 0, 0, 0, 0, 0, 0
301654,-1,-1,-1,-1,-1,-1,-1
301655, 0, 0, 0, 0, 0, 0, 1
301656, 1, 0, 0, 0, 0, 0, 0
301659, 0, 0, 0, 0, 0, 0, 0
301661, 0, 0, 0, 1, 0, 1, 1
301663,-1,-1,-1,-1,-1,-1,-1
301665,-1,-1,-1,-1,-1,-1,-1
301666, 1, 0, 1, 0, 0, 0, 0
301669,-1,-1,-1,-1,-1,-1,-1
301670, 0, 0, 0, 0, 0, 0, 1
301672, 0, 0, 0, 0, 0, 0, 0
301677, 1, 0, 0, 0, 0, 0, 0
301678,-1,-1,-1,-1,-1,-1,-1
301679, 0, 0, 0, 0, 0, 0, 0
301685, 0, 0, 1, 0, 1, 0, 0
301686,-1,-1,-1,-1,-1,-1,-1
301688, 0, 0, 0, 0, 0, 0, 1
301691, 0, 0, 0, 0, 0, 1, 0
301692, 1, 1, 1, 1, 0, 0, 0
301694, 1, 0, 0, 0, 0, 0, 0
301695, 0, 0, 0, 0, 0, 1, 0
301697, 0, 1, 0, 0, 0, 0, 0
301702, 1, 0, 0, 0, 0, 0, 0
301705, 1, 0, 1, 0, 0, 1, 0
301706,-1,-1,-1,-1,-1,-1,-1
301707, 0, 0, 1, 0, 0, 0, 0
301708,-1,-1,-1,-1,-1,-1,-1
301709, 0, 0, 0, 0, 0, 1, 0
301710, 0, 0, 0, 0, 0, 0, 0
301712, 0, 0, 1, 0, 0, 0, 0
301717, 0, 0, 1, 0, 1, 0, 0
301720,-1,-1,-1,-1,-1,-1,-1
301721, 0, 0, 0, 0, 0, 0, 1
301724, 1, 0, 1, 0, 0, 1, 1
301727, 1, 0, 0, 0, 0, 1, 0
301731, 1, 0, 0, 0, 0, 0, 0
301734,-1,-1,-1,-1,-1,-1,-1
301741, 0, 0, 0, 0, 0, 1, 0
301746, 0, 0, 0, 0, 0, 0, 0
301748, 0, 0, 1, 0, 1, 0, 0
301749, 0, 0, 1, 0, 0, 0, 0
301759,-1,-1,-1,-1,-1,-1,-1
301760, 0, 0, 0, 0, 0, 0, 0
301761, 1, 1, 1, 1, 0, 1, 0
301766, 0, 1, 1, 1, 1, 0, 1
301767, 0, 0, 0, 1, 0, 1, 1
301770,-1,-1,-1,-1,-1,-1,-1
301774,-1,-1,-1,-1,-1,-1,-1
301776, 0, 0, 0, 0, 0, 1, 0
301777, 0, 0, 0, 0, 0, 0, 0
301778, 0, 0, 0, 0, 0, 0, 0
301779,-1,-1,-1,-1,-1,-1,-1
301782,-1,-1,-1,-1,-1,-1,-1
301784, 1, 1, 0, 0, 0, 1, 0
301786,-1,-1,-1,-1,-1,-1,-1
301787,-1,-1,-1,-1,-1,-1,-1
301789, 1, 0, 0, 0, 0, 0, 0
301791, 0, 0, 0, 0, 0, 0, 0
301795, 0, 0, 0, 0, 0, 1, 0
301799, 1, 0, 1, 0, 0, 1, 0
301801,-1,-1,-1,-1,-1,-1,-1
301802, 0, 0, 0, 0, 0, 0, 0
301803, 1, 0, 0, 0, 0, 1, 0
301804,-1,-1,-1,-1,-1,-1,-1
301805, 0, 0, 0, 0, 0, 0, 0
301807,-1,-1,-1,-1,-1,-1,-1
301809, 1, 0, 1, 0, 0, 0, 0
301810, 0, 0, 0, 0, 0, 0, 0
301811, 1, 1, 0, 0, 0, 1, 0
301812, 0, 0, 1, 0, 1, 0, 0
301821, 0, 0, 0, 0, 0, 1, 0
301828, 0, 0, 0, 0, 0, 0, 0
301831,-1,-1,-1,-1,-1,-1,-1
301838, 0, 0, 0, 0, 0, 0, 0
301839, 1, 1, 1, 0, 0, 1, 1
301840, 0, 0, 0, 0, 0, 0, 0
301843,-1,-1,-1,-1,-1,-1,-1
301844,-1,-1,-1,-1,-1,-1,-1
301846,-1,-1,-1,-1,-1,-1,-1
301848,-1,-1,-1,-1,-1,-1,-1
301851, 0, 0, 0, 0, 0, 1, 0
301854,-1,-1,-1,-1,-1,-1,-1
301856,-1,-1,-1,-1,-1,-1,-1
301857,-1,-1,-1,-1,-1,-1,-1
301858, 0, 1, 1, 0, 0, 1, 1
301860,-1,-1,-1,-1,-1,-1,-1
301862,-1,-1,-1,-1,-1,-1,-1
301863, 1, 0, 0, 0, 0, 0, 0
301865, 0, 0, 0, 0, 0, 1, 0
301870,-1,-1,-1,-1,-1,-1,-1
301873, 0, 1, 0, 0, 0, 0, 0
301875, 1, 0, 0, 0, 0, 0, 1
301876,-1,-1,-1,-1,-1,-1,-1
301877,-1,-1,-1,-1,-1,-1,-1
301879,-1,-1,-1,-1,-1,-1,-1
301880,-1,-1,-1,-1,-1,-1,-1
301881,-1,-1,-1,-1,-1,-1,-1
301883, 1, 0, 0, 1, 0, 0, 1
301890,-1,-1,-1,-1,-1,-1,-1
301891, 0, 0, 0, 0, 0, 0, 0
301893, 0, 0, 0, 1, 0, 1, 0
301894, 1, 0, 0, 0, 0, 0, 0
301895,-1,-1,-1,-1,-1,-1,-1
301896, 0, 0, 0, 0, 0, 0, 0
301897, 0, 0, 1, 0, 1, 0, 0
301902, 1, 1, 1, 1, 1, 1, 1
301904, 0, 0, 1, 0, 0, 0, 0
301906, 1, 0, 1, 1, 1, 1, 0
301909, 1, 1, 0, 1, 0, 1, 0
301910, 0, 1, 1, 1, 1, 0, 1
301914,-1,-1,-1,-1,-1,-1,-1
301917,-1,-1,-1,-1,-1,-1,-1
301918,-1,-1,-1,-1,-1,-1,-1
301921,-1,-1,-1,-1,-1,-1,-1
301925,-1,-1,-1,-1,-1,-1,-1
301926, 1, 0, 1, 0, 0, 0, 0
301930,-1,-1,-1,-1,-1,-1,-1
301932,-1,-1,-1,-1,-1,-1,-1
301938, 0, 0, 0, 0, 0, 0, 0
301941, 0, 0, 1, 1, 1, 0, 0
301942,-1,-1,-1,-1,-1,-1,-1
301944, 0, 0, 0, 1, 0, 1, 1
301946,-1,-1,-1,-1,-1,-1,-1
301947, 0, 0, 1, 0, 0, 0, 0
301948,-1,-1,-1,-1,-1,-1,-1
301950, 0, 0, 0, 0, 0, 0, 0
301953, 0, 0, 0, 0, 0, 0, 0
301955, 0, 1, 0, 0, 0, 1, 0
301956, 0, 0, 0, 0, 0, 0, 0
301958,-1,-1,-1,-1,-1,-1,-1
301959, 0, 0, 1, 0, 0, 0, 0
301961,-1,-1,-1,-1,-1,-1,-1
301967, 0, 0, 0, 0, 0, 0, 0
301968,-1,-1,-1,-1,-1,-1,-1
301969, 0, 0, 0, 0, 0, 0, 0
301970,-1,-1,-1,-1,-1,-1,-1
301971, 1, 0, 1, 0, 0, 0, 0
301974,-1,-1,-1,-1,-1,-1,-1
301977, 1, 0, 1, 0, 1, 0, 0
301980,-1,-1,-1,-1,-1,-1,-1
301981,-1,-1,-1,-1,-1,-1,-1
301982,-1,-1,-1,-1,-1,-1,-1
301983,-1,-1,-1,-1,-1,-1,-1
301984, 0, 1, 1, 0, 0, 0, 0
301985,-1,-1,-1,-1,-1,-1,-1
301988, 0, 0, 1, 0, 0, 0, 0
301990,-1,-1,-1,-1,-1,-1,-1
301992,-1,-1,-1,-1,-1,-1,-1
301993,-1,-1,-1,-1,-1,-1,-1
301999, 1, 1, 0, 0, 0, 1, 1
302001,-1,-1,-1,-1,-1,-1,-1
302007, 1, 1, 0, 0, 0, 1, 0
302009,-1,-1,-1,-1,-1,-1,-1
302014, 1, 1, 1, 1, 0, 1, 1
302016, 0, 0, 0, 0, 0, 0, 0
302019, 0, 0, 0, 0, 0, 0, 0
302023,-1,-1,-1,-1,-1,-1,-1
302027,-1,-1,-1,-1,-1,-1,-1
302029,-1,-1,-1,-1,-1,-1,-1
302030, 0, 0, 1, 1, 0, 0, 0
302032, 0, 0, 0, 0, 0, 0, 0
302033,-1,-1,-1,-1,-1,-1,-1
302034,-1,-1,-1,-1,-1,-1,-1
302037,-1,-1,-1,-1,-1,-1,-1
302040, 0, 0, 0, 0, 0, 0, 0
302044, 0, 0, 1, 0, 0, 0, 0
302047,-1,-1,-1,-1,-1,-1,-1
302048,-1,-1,-1,-1,-1,-1,-1
302050,-1,-1,-1,-1,-1,-1,-1
302052, 0, 1, 0, 1, 0, 1, 1
302053, 0, 0, 0, 0, 0, 0, 0
302054,-1,-1,-1,-1,-1,-1,-1
302058,-1,-1,-1,-1,-1,-1,-1
302067,-1,-1,-1,-1,-1,-1,-1
302069, 0, 0, 0, 0, 0, 0, 0
302070,-1,-1,-1,-1,-1,-1,-1
302074, 1, 0, 0, 0, 0, 1, 0
302075, 0, 0, 0, 0, 0, 1, 0
302076,-1,-1,-1,-1,-1,-1,-1
302077, 0, 0, 0, 0, 0, 0, 0
302078,-1,-1,-1,-1,-1,-1,-1
302080, 0, 1, 1, 0, 1, 0, 1
302083, 0, 0, 0, 0, 0, 0, 0
302089, 0, 1, 0, 1, 0, 1, 1
302093,-1,-1,-1,-1,-1,-1,-1
302097, 1, 0, 0, 0, 0, 0, 1
302099,-1,-1,-1,-1,-1,-1,-1
302100,-1,-1,-1,-1,-1,-1,-1
302101, 0, 0, 0, 0, 1, 0, 0
302103,-1,-1,-1,-1,-1,-1,-1
302104, 0, 0, 1, 0, 0, 0, 0
302105, 0, 0, 1, 0, 1, 0, 0
302106, 1, 0, 0, 0, 0, 0, 0
302115, 1, 0, 0, 0, 0, 0, 0
302117,-1,-1,-1,-1,-1,-1,-1
302119,-1,-1,-1,-1,-1,-1,-1
302121, 1, 0, 1, 0, 0, 0, 0
302122, 1, 0, 1, 0, 0, 1, 0
302123,-1,-1,-1,-1,-1,-1,-1
302124, 0, 0, 0, 0, 0, 0, 0
302125, 1, 0, 0, 0, 1, 1, 0
302126, 0, 0, 0, 0, 0, 0, 0
302128,-1,-1,-1,-1,-1,-1,-1
302130,-1,-1,-1,-1,-1,-1,-1
302132, 0, 1, 0, 0, 0, 1, 0
302133,-1,-1,-1,-1,-1,-1,-1
302136, 0, 0, 0, 0, 0, 0, 0
302138,-1,-1,-1,-1,-1,-1,-1
302142, 1, 1, 0, 1, 0, 1, 0
302143, 1, 0, 0, 0, 0, 1, 1
302145, 1, 0, 0, 1, 0, 1, 0
302147, 0, 0, 0, 0, 0, 0, 0
302148, 0, 0, 1, 0, 0, 0, 0
302150,-1,-1,-1,-1,-1,-1,-1
302154, 0, 0, 0, 0, 0, 0, 0
302155,-1,-1,-1,-1,-1,-1,-1
302161,-1,-1,-1,-1,-1,-1,-1
302164,-1,-1,-1,-1,-1,-1,-1
302166, 0, 0, 0, 0, 0, 0, 0
302167,-1,-1,-1,-1,-1,-1,-1
302169, 0, 0, 0, 0, 0, 0, 1
302171, 0, 1, 0, 1, 0, 0, 1
302172, 1, 0, 0, 0, 0, 1, 0
302174, 0, 0, 0, 0, 0, 0, 0
302178,-1,-1,-1,-1,-1,-1,-1
302183, 0, 0, 0, 0, 0, 1, 1
302186,-1,-1,-1,-1,-1,-1,-1
302190,-1,-1,-1,-1,-1,-1,-1
302192, 0, 0, 0, 0, 0, 0, 0
302193,-1,-1,-1,-1,-1,-1,-1
302195, 1, 0, 0, 0, 0, 0, 0
302196,-1,-1,-1,-1,-1,-1,-1
302197,-1,-1,-1,-1,-1,-1,-1
302198, 1, 0, 0, 0, 0, 0, 0
302206,-1,-1,-1,-1,-1,-1,-1
302207,-1,-1,-1,-1,-1,-1,-1
302214,-1,-1,-1,-1,-1,-1,-1
302216, 1, 0, 1, 1, 0, 1, 0
302217,-1,-1,-1,-1,-1,-1,-1
302218,-1,-1,-1,-1,-1,-1,-1
302219, 0, 0, 1, 0, 0, 0, 0
302220,-1,-1,-1,-1,-1,-1,-1
302223,-1,-1,-1,-1,-1,-1,-1
302231,-1,-1,-1,-1,-1,-1,-1
302233, 0, 0, 0, 0, 0, 0, 0
302234, 0, 0, 0, 0, 0, 0, 0
302236,-1,-1,-1,-1,-1,-1,-1
302238,-1,-1,-1,-1,-1,-1,-1
302239, 1, 0, 1, 0, 1, 0, 0
302240,-1,-1,-1,-1,-1,-1,-1
302244, 0, 0, 0, 0, 0, 0, 0
302245, 1, 1, 1, 0, 0, 1, 0
302246, 1, 1, 1, 1, 1, 0, 1
302252, 0, 0, 0, 0, 0, 0, 0
302253, 0, 0, 0, 0, 0, 0, 0
302254, 0, 0, 1, 0, 0, 0, 0
302261, 0, 1, 0, 1, 1, 1, 1
302262, 0, 0, 1, 0, 0, 0, 0
302264, 0, 1, 0, 0, 0, 1, 1
302265,-1,-1,-1,-1,-1,-1,-1
302266, 0, 0, 0, 0, 0, 0, 0
302267,-1,-1,-1,-1,-1,-1,-1
302269,-1,-1,-1,-1,-1,-1,-1
302273,-1,-1,-1,-1,-1,-1,-1
302275, 0, 0, 0, 0, 0, 0, 0
302283,-1,-1,-1,-1,-1,-1,-1
302286, 0, 0, 1, 0, 0, 0, 0
302290,-1,-1,-1,-1,-1,-1,-1
302291, 0, 0, 0, 0, 0, 0, 0
302295,-1,-1,-1,-1,-1,-1,-1
302299, 0, 0, 0, 0, 0, 0, 0
302308, 0, 0, 0, 0, 0, 0, 0
302312, 1, 0, 0, 0, 1, 1, 0
302313,-1,-1,-1,-1,-1,-1,-1
302317, 0, 0, 0, 0, 1, 0, 0
302321, 0, 0, 0, 0, 0, 0, 0
302325, 0, 0, 0, 1, 0, 0, 0
302328,-1,-1,-1,-1,-1,-1,-1
302331, 0, 0, 1, 0, 0, 0, 0
302333,-1,-1,-1,-1,-1,-1,-1
302337, 1, 1, 0, 1, 0, 1, 1
302341, 0, 0, 0, 0, 1, 1, 0
302344, 0, 0, 0, 0, 0, 0, 0
302345, 0, 0, 0, 0, 0, 1, 0
302347, 1, 0, 0, 0, 0, 1, 0
302358, 0, 1, 0, 0, 0, 0, 0
302361,-1,-1,-1,-1,-1,-1,-1
302363,-1,-1,-1,-1,-1,-1,-1
302364, 0, 0, 0, 0, 0, 0, 0
302365,-1,-1,-1,-1,-1,-1,-1
302369, 1, 1, 0, 0, 0, 1, 1
302372, 0, 0, 0, 0, 0, 0, 0
302374, 0, 1, 1, 1, 0, 0, 1
302375,-1,-1,-1,-1,-1,-1,-1
302378,-1,-1,-1,-1,-1,-1,-1
302380, 0, 0, 0, 0, 0, 0, 0
302382,-1,-1,-1,-1,-1,-1,-1
302385, 1, 0, 0, 0, 0, 0, 0
302388,-1,-1,-1,-1,-1,-1,-1
302389, 0, 0, 0, 0, 0, 0, 1
302390,-1,-1,-1,-1,-1,-1,-1
302392,-1,-1,-1,-1,-1,-1,-1
302393,-1,-1,-1,-1,-1,-1,-1
302396,-1,-1,-1,-1,-1,-1,-1
302400,-1,-1,-1,-1,-1,-1,-1
302402, 0, 0, 0, 0, 1, 0, 0
302403, 0, 0, 0, 0, 0, 0, 0
302404,-1,-1,-1,-1,-1,-1,-1
302405, 1, 1, 0, 1, 1, 0, 1
302406,-1,-1,-1,-1,-1,-1,-1
302408, 0, 0, 0, 0, 0, 1, 0
302414, 0, 0, 1, 0, 0, 0, 0
302417,-1,-1,-1,-1,-1,-1,-1
302420,-1,-1,-1,-1,-1,-1,-1
302421, 1, 1, 0, 0, 0, 1, 1
302424, 1, 0, 1, 0, 0, 0, 0
302425,-1,-1,-1,-1,-1,-1,-1
302428,-1,-1,-1,-1,-1,-1,-1
302430, 0, 0, 1, 0, 0, 0, 0
302434, 0, 0, 0, 0, 0, 0, 0
302435,-1,-1,-1,-1,-1,-1,-1
302443,-1,-1,-1,-1,-1,-1,-1
302445,-1,-1,-1,-1,-1,-1,-1
302446,-1,-1,-1,-1,-1,-1,-1
302447, 0, 0, 1, 0, 0, 0, 0
302449, 0, 0, 0, 0, 0, 0, 0
302450, 0, 0, 0, 0, 0, 0, 0
302452,-1,-1,-1,-1,-1,-1,-1
302456,-1,-1,-1,-1,-1,-1,-1
302459, 0, 0, 0, 1, 0, 1, 0
302461,-1,-1,-1,-1,-1,-1,-1
302462,-1,-1,-1,-1,-1,-1,-1
302463, 0, 0, 0, 0, 0, 0, 0
302465,-1,-1,-1,-1,-1,-1,-1
302467,-1,-1,-1,-1,-1,-1,-1
302469, 1, 0, 0, 1, 0, 1, 0
302470, 0, 0, 0, 0, 0, 0, 0
302471, 0, 0, 0, 0, 0, 1, 1
302476, 1, 1, 0, 1, 0, 1, 0
302477,-1,-1,-1,-1,-1,-1,-1
302480,-1,-1,-1,-1,-1,-1,-1
302489, 0, 0, 1, 0, 1, 1, 0
302491, 0, 1, 1, 0, 0, 0, 0
302492, 1, 0, 0, 0, 0, 0, 1
302493,-1,-1,-1,-1,-1,-1,-1
302494,-1,-1,-1,-1,-1,-1,-1
302496,-1,-1,-1,-1,-1,-1,-1
302498, 1, 0, 0, 0, 1, 0, 1
302501, 0, 0, 1, 0, 0, 0, 0
302506,-1,-1,-1,-1,-1,-1,-1
302509, 0, 0, 0, 0, 0, 0, 0
302513, 0, 0, 0, 0, 0, 0, 0
302516,-1,-1,-1,-1,-1,-1,-1
302522,-1,-1,-1,-1,-1,-1,-1
302526,-1,-1,-1,-1,-1,-1,-1
302527, 1, 0, 0, 0, 1, 1, 0
302529,-1,-1,-1,-1,-1,-1,-1
302531, 1, 0, 0, 0, 0, 0, 0
302532, 0, 1, 1, 0, 0, 0, 0
302535, 0, 1, 0, 1, 0, 1, 1
302539,-1,-1,-1,-1,-1,-1,-1
302540, 0, 0, 0, 0, 0, 0, 0
302542, 1, 0, 0, 0, 0, 1, 0
302543,-1,-1,-1,-1,-1,-1,-1
302545,-1,-1,-1,-1,-1,-1,-1
302557, 0, 0, 0, 0, 0, 1, 1
302558, 0, 0, 0, 0, 0, 0, 1
302559,-1,-1,-1,-1,-1,-1,-1
302562, 0, 0, 0, 0, 0, 0, 0
302564, 0, 0, 0, 0, 0, 0, 0
302566,-1,-1,-1,-1,-1,-1,-1
302568,-1,-1,-1,-1,-1,-1,-1
302569, 0, 0, 1, 0, 0, 0, 0
302574,-1,-1,-1,-1,-1,-1,-1
302576, 0, 0, 0, 0, 0, 0, 0
302579,-1,-1,-1,-1,-1,-1,-1
302580, 0, 1, 1, 1, 0, 0, 1
302581, 0, 0, 0, 0, 0, 1, 0
302583, 1, 1, 0, 0, 0, 1, 0
302584,-1,-1,-1,-1,-1,-1,-1
302585, 0, 0, 1, 0, 1, 1, 0
302586,-1,-1,-1,-1,-1,-1,-1
302587, 1, 0, 1, 0, 1, 1, 1
302593, 1, 0, 1, 0, 1, 0, 0
302595, 1, 0, 0, 0, 0, 0, 0
302602, 0, 0, 0, 0, 0, 0, 0
302604, 0, 0, 0, 0, 0, 0, 0
302606, 0, 0, 0, 0, 1, 0, 0
302610, 0, 0, 0, 0, 0, 0, 0
302612, 0, 0, 0, 0, 0, 0, 0
302613,-1,-1,-1,-1,-1,-1,-1
302614,-1,-1,-1,-1,-1,-1,-1
302615, 0, 0, 0, 1, 0, 0, 0
302621,-1,-1,-1,-1,-1,-1,-1
302626,-1,-1,-1,-1,-1,-1,-1
302627, 1, 0, 0, 0, 0, 1, 0
302629, 0, 0, 0, 0, 0, 0, 0
302632,-1,-1,-1,-1,-1,-1,-1
302634,-1,-1,-1,-1,-1,-1,-1
302639, 0, 1, 0, 0, 0, 0, 0
302643, 0, 0, 1, 0, 1, 1, 0
302645, 0, 0, 0, 0, 0, 0, 0
302648,-1,-1,-1,-1,-1,-1,-1
302651, 0, 0, 0, 0, 0, 0, 0
302652, 0, 0, 0, 0, 0, 0, 0
302653, 1, 0, 0, 0, 0, 1, 0
302657,-1,-1,-1,-1,-1,-1,-1
302659, 0, 1, 0, 1, 0, 0, 0
302660, 1, 0, 1, 0, 0, 0, 0
302661, 1, 0, 1, 0, 1, 0, 0
302664, 0, 0, 0, 0, 0, 0, 0
302665,-1,-1,-1,-1,-1,-1,-1
302667, 0, 0, 1, 0, 1, 0, 0
302669, 0, 1, 1, 0, 0, 1, 0
302671, 0, 0, 0, 0, 0, 1, 0
302673, 0, 0, 0, 0, 0, 0, 0
302675, 0, 0, 0, 0, 0, 0, 0
302678, 0, 1, 1, 1, 0, 0, 1
302679,-1,-1,-1,-1,-1,-1,-1
302680, 0, 0, 0, 0, 0, 0, 0
302684, 1, 0, 0, 0, 0, 1, 0
302699, 0, 1, 0, 0, 0, 0, 0
302707,-1,-1,-1,-1,-1,-1,-1
302709, 0, 0, 0, 0, 1, 0, 0
302710,-1,-1,-1,-1,-1,-1,-1
302713,-1,-1,-1,-1,-1,-1,-1
302714,-1,-1,-1,-1,-1,-1,-1
302717, 0, 0, 0, 0, 0, 1, 0
302719,-1,-1,-1,-1,-1,-1,-1
302720, 0, 0, 0, 0, 0, 1, 0
302722,-1,-1,-1,-1,-1,-1,-1
302723,-1,-1,-1,-1,-1,-1,-1
302724, 0, 0, 1, 0, 0, 0, 0
302726, 0, 0, 0, 0, 0, 0, 0
302730,-1,-1,-1,-1,-1,-1,-1
302731,-1,-1,-1,-1,-1,-1,-1
302733, 1, 1, 1, 1, 1, 1, 1
302734, 1, 1, 1, 1, 0, 1, 1
302736,-1,-1,-1,-1,-1,-1,-1
302739, 0, 0, 0, 0, 1, 1, 0
302741, 0, 0, 0, 0, 0, 0, 0
302746, 0, 0, 0, 0, 0, 0, 0
302751,-1,-1,-1,-1,-1,-1,-1
302752, 0, 0, 0, 0, 0, 0, 0
302754,-1,-1,-1,-1,-1,-1,-1
302755, 0, 0, 0, 0, 0, 0, 0
302757, 1, 0, 0, 0, 0, 0, 1
302760,-1,-1,-1,-1,-1,-1,-1
302761,-1,-1,-1,-1,-1,-1,-1
302764, 0, 1, 0, 0, 0, 0, 0
302765, 0, 0, 0, 0, 0, 0, 0
302770, 1, 0, 0, 1, 0, 1, 1
302771, 0, 0, 0, 1, 0, 0, 0
302774, 0, 0, 0, 0, 0, 0, 0
302779, 0, 1, 0, 1, 0, 0, 1
302781,-1,-1,-1,-1,-1,-1,-1
302782, 1, 0, 0, 1, 0, 0, 0
302785, 0, 0, 0, 0, 0, 0, 0
302786,-1,-1,-1,-1,-1,-1,-1
302787,-1,-1,-1,-1,-1,-1,-1
302790,-1,-1,-1,-1,-1,-1,-1
302791, 1, 0, 0, 0, 0, 1, 0
302793,-1,-1,-1,-1,-1,-1,-1
302795,-1,-1,-1,-1,-1,-1,-1
302798, 0, 0, 0, 0, 0, 0, 0
302800, 1, 0, 1, 0, 0, 0, 0
302805,-1,-1,-1,-1,-1,-1,-1
302806,-1,-1,-1,-1,-1,-1,-1
302809, 1, 1, 1, 1, 0, 0, 1
302810,-1,-1,-1,-1,-1,-1,-1
302812,-1,-1,-1,-1,-1,-1,-1
302813,-1,-1,-1,-1,-1,-1,-1
302815, 1, 0, 0, 0, 0, 0, 0
302816,-1,-1,-1,-1,-1,-1,-1
302821,-1,-1,-1,-1,-1,-1,-1
302830, 1, 0, 0, 0, 0, 0, 0
302835,-1,-1,-1,-1,-1,-1,-1
302836,-1,-1,-1,-1,-1,-1,-1
302840, 1, 0, 1, 0, 0, 0, 0
